id,question_pt,execution_status,read_only_status,tables_used,relationships_used,worst_relationship_confidence,uses_rejected_relationship,uses_likely_relationship_without_caveat,dropped_by_join_count,dropped_by_join_rate,invalid_domain_dependency,business_semantics_status,final_disposition,disposition_reason
SIHRD5_Q076,Qual foi o valor total por habitante por UF e ano? (considerando apenas internacoes com municipio de residencia mapeado),passed,passed,internacoes;municipios;socioeconomico,internacoes.MUNIC_RES->municipios.CO_MUNICIPIO_6D:likely,likely,False,False,1270397,0.00690894,False,accepted_with_explicit_scope,accepted_with_explicit_scope,accepted_with_explicit_scope
SIHRD5_Q077,Quais capitulos CID tiveram maior taxa de mortalidade com pelo menos 100 mil internacoes?,passed,passed,cid;internacoes,internacoes.DIAG_PRINC->cid.CID:confirmed,confirmed,False,False,1044,5.68e-06,False,accepted_with_explicit_scope,accepted_with_explicit_scope,accepted_with_explicit_scope
SIHRD5_Q078,Qual foi o procedimento mais frequente em cada UF de residencia? (considerando apenas internacoes com municipio de residencia mapeado),passed,passed,internacao_procedimento;internacoes;municipios;procedimentos,internacoes.MUNIC_RES->municipios.CO_MUNICIPIO_6D:likely;internacao_procedimento.N_AIH->internacoes.N_AIH:confirmed;internacao_procedimento.PROC_REA->procedimentos.PROC_REA:confirmed,likely,False,False,1270397,0.00690894,False,accepted_with_explicit_scope,accepted_with_explicit_scope,accepted_with_explicit_scope
SIHRD5_Q079,Qual hospital teve maior volume em cada UF do estabelecimento?,passed,passed,hospital;internacoes;municipios,internacoes.CNES->hospital.CNES:confirmed;hospital.MUNIC_MOV->municipios.CO_MUNICIPIO_6D:confirmed,confirmed,False,False,22,0.00320093,False,accepted_with_explicit_scope,accepted_with_explicit_scope,accepted_with_explicit_scope
SIHRD5_Q080,Como variou ano a ano o valor total por complexidade?,passed,passed,complexidade;internacoes,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q081,Qual foi a taxa de uso de UTI por ano?,passed,passed,internacoes;marca_uti,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q082,Qual foi o mix percentual de carater de internacao por ano?,passed,passed,car_int;internacoes,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q083,Como evoluiram as internacoes obstetricas por ano?,passed,passed,especialidade;internacoes,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q084,Quantas internacoes ocorreram em UF de residencia diferente da UF do hospital? (considerando apenas internacoes com municipio de residencia mapeado),passed,passed,hospital;internacoes;municipios,internacoes.MUNIC_RES->municipios.CO_MUNICIPIO_6D:likely;internacoes.CNES->hospital.CNES:confirmed;hospital.MUNIC_MOV->municipios.CO_MUNICIPIO_6D:confirmed,likely,False,False,1270397,0.00690894,False,accepted_with_explicit_scope,accepted_with_explicit_scope,accepted_with_explicit_scope
SIHRD5_Q085,Quais anos tem meses faltantes na serie de internacoes por entrada?,passed,passed,internacoes,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q086,Existem internacoes com data de saida anterior a data de entrada?,passed,passed,internacoes,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q087,Quantas internacoes tem DIAS_PERM diferente da diferenca simples entre saida e entrada?,passed,passed,internacoes,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q088,Existem valores financeiros negativos nos campos de valor?,passed,passed,internacoes,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q089,Existem idades fora do intervalo aceito de 0 a 150 anos?,passed,passed,internacoes,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q090,Quantos CNES das internacoes nao existem no cadastro hospitalar?,passed,passed,hospital;internacoes,internacoes.CNES->hospital.CNES:confirmed,confirmed,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q091,Quantas internacoes tem municipio de residencia sem cadastro territorial?,passed,passed,internacoes;municipios,internacoes.MUNIC_RES->municipios.CO_MUNICIPIO_6D:likely,likely,False,False,1270397,0.00690894,False,accepted,accepted,accepted
SIHRD5_Q092,Quantos diagnosticos principais nao existem na tabela CID?,passed,passed,cid;internacoes,internacoes.DIAG_PRINC->cid.CID:confirmed,confirmed,False,False,1044,5.68e-06,False,accepted_with_explicit_scope,accepted_with_explicit_scope,accepted_with_explicit_scope
SIHRD5_Q093,Quantos procedimentos realizados nao existem no cadastro de procedimentos?,passed,passed,internacao_procedimento;procedimentos,internacao_procedimento.PROC_REA->procedimentos.PROC_REA:confirmed,confirmed,False,False,627,3.34e-06,False,accepted_with_explicit_scope,accepted_with_explicit_scope,accepted_with_explicit_scope
SIHRD5_Q094,A dimensao sexo possui descricoes duplicadas entre codigos?,passed,passed,sexo,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q095,Quantas internacoes tem VAL_TOT menor que VAL_SH + VAL_SP + VAL_UTI?,passed,passed,internacoes,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q096,Quantas internacoes tem data de entrada fora da dimensao tempo?,passed,passed,internacoes;tempo,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q097,Quantas internacoes tem data de saida fora da dimensao tempo?,passed,passed,internacoes;tempo,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q098,Quais CNES sem nome cadastrado concentram mais internacoes?,passed,passed,hospital;internacoes,internacoes.CNES->hospital.CNES:confirmed,confirmed,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q099,A tabela final de internacoes tem o mesmo volume da staging?,passed,passed,internacoes;stg_internacoes,,none,False,False,0,0.0,False,accepted,accepted,accepted
SIHRD5_Q100,Quais anos tiveram volume extremamente baixo de internacoes e podem indicar cobertura parcial?,passed,passed,internacoes,,none,False,False,0,0.0,False,accepted,accepted,accepted
